date_time_local,unixtime,pressure_station,pressure_sea,wind_dir,wind_dir_10s,wind_speed,wind_gust,relative_humidity,dew_point,temperature,windchill,humidex,visibility,health_index,cloud_cover_4,cloud_cover_8,cloud_cover_10,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr
"2023-03-26 11:00:00 EDT",1679842800,99.19,101.31,WSW,25,31,41,60,-1.5,5.7,,,24100,,,0,,,5.7,5.7
"2023-03-26 10:00:00 EDT",1679839200,99.1,101.22,W,26,32,45,62,-2.5,4.1,,,24100,,,1,,,4.1,4.1
"2023-03-26 09:00:00 EDT",1679835600,99.03,101.15,W,27,32,42,72,-1.8,2.7,,,24100,,,1,,,2.7,2.7
"2023-03-26 08:00:00 EDT",1679832000,98.93,101.05,W,26,30,43,73,-2.6,1.7,,,24100,,,6,,,1.7,1.7
"2023-03-26 07:00:00 EDT",1679828400,98.81,100.92,W,26,32,49,72,-2.6,1.9,,,24100,,,7,,,1.9,1.9
"2023-03-26 06:00:00 EDT",1679824800,98.67,100.78,W,27,34,46,73,-2.1,2.2,,,24100,,,8,,,2.2,2.2
"2023-03-26 05:00:00 EDT",1679821200,98.55,100.66,W,26,35,51,74,-1.9,2.3,,,24100,,,8,,,2.3,2.3
"2023-03-26 04:00:00 EDT",1679817600,98.41,100.52,W,26,48,,73,-2.1,2.2,,,24100,,,8,,,2.2,2.2
"2023-03-26 03:00:00 EDT",1679814000,98.33,100.44,WSW,25,45,66,78,-1.3,2.1,,,24100,,,8,,,2.1,2.1
"2023-03-26 02:00:00 EDT",1679810400,98.23,100.34,WSW,25,44,66,79,-1.3,2,,,9700,,,8,,,2,2
"2023-03-26 01:00:00 EDT",1679806800,98.09,100.2,WSW,25,46,63,75,-1.8,2.2,,,24100,,,8,,,2.2,2.2
"2023-03-26 00:00:00 EDT",1679803200,97.93,100.03,WSW,24,35,65,88,0.8,2.6,,,24100,,,8,,,2.6,2.6
"2023-03-25 23:00:00 EDT",1679799600,97.78,99.88,SW,23,37,54,82,0.6,3.4,,,24100,,,8,,,3.4,3.4
"2023-03-25 22:00:00 EDT",1679796000,97.69,99.79,SW,22,34,57,77,0.1,3.7,,,24100,,,8,,,5.2,3.7
"2023-03-25 21:00:00 EDT",1679792400,97.58,99.67,SW,23,37,65,66,-0.6,5.2,,,24100,,,8,,,7.2,5.2
"2023-03-25 20:00:00 EDT",1679788800,97.47,99.56,SW,21,38,61,68,0.6,6,,,24100,,,8,,,7.8,6
"2023-03-25 19:00:00 EDT",1679785200,97.32,99.4,SW,22,62,79,61,0.8,7.9,,,24100,,,6,,,9.1,6.8
"2023-03-25 18:00:00 EDT",1679781600,97.28,99.36,S,17,18,,100,7.4,7.4,,,24100,,,7,,,7.4,5.4
"2023-03-25 17:00:00 EDT",1679778000,97.28,99.36,SE,13,10,,100,6.1,6.1,,,9700,,,8,,,6.1,5
"2023-03-25 16:00:00 EDT",1679774400,97.35,99.44,ENE,7,19,,100,4.9,4.9,,,9700,,,8,,,5,3.7
"2023-03-25 15:00:00 EDT",1679770800,97.46,99.55,E,10,18,27,100,3.9,3.9,,,6400,,,8,,,3.9,3.2
"2023-03-25 14:00:00 EDT",1679767200,97.49,99.58,E,9,28,50,100,3.2,3.2,,,4800,,,8,,,3.3,3
"2023-03-25 13:00:00 EDT",1679763600,97.64,99.74,E,9,27,50,100,3,3,,,4000,,,8,,,3,2.7
"2023-03-25 12:00:00 EDT",1679760000,97.8,99.9,E,10,39,61,100,2.7,2.7,,,4800,,,8,,,2.8,1.8
"2023-03-25 11:00:00 EDT",1679756400,97.98,100.09,E,9,37,56,100,2,2,,,4000,,,8,,,2.1,1.6
"2023-03-25 10:00:00 EDT",1679752800,98.2,100.31,E,9,26,40,100,1.6,1.6,,,8100,,,8,,,1.6,1.3
"2023-03-25 09:00:00 EDT",1679749200,98.39,100.51,E,8,35,47,100,1.4,1.4,,,4800,,,8,,,1.6,1.4
"2023-03-25 08:00:00 EDT",1679745600,98.56,100.68,E,9,29,41,99,1.5,1.6,,,9700,,,8,,,2,1.6
"2023-03-25 07:00:00 EDT",1679742000,98.74,100.86,E,9,31,49,87,0,1.9,,,24100,,,8,,,1.9,1.6
"2023-03-25 06:00:00 EDT",1679738400,98.92,101.04,E,8,31,48,91,0.2,1.6,,,24100,,,8,,,1.8,1.6
"2023-03-25 05:00:00 EDT",1679734800,99.11,101.23,E,9,21,37,86,-0.4,1.7,,,24100,,,8,,,1.9,1.7
"2023-03-25 04:00:00 EDT",1679731200,99.28,101.41,E,9,23,41,82,-1,1.8,,,24100,,,8,,,1.8,1.2
"2023-03-25 03:00:00 EDT",1679727600,99.42,101.55,E,8,12,,77,-2.3,1.3,,,24100,,,8,,,1.3,0.9
"2023-03-25 02:00:00 EDT",1679724000,99.51,101.65,E,8,10,,65,-4.5,1.3,,,24100,,,8,,,1.5,0.7
"2023-03-25 01:00:00 EDT",1679720400,99.58,101.72,NE,4,9,,69,-4.4,0.7,,,24100,,,7,,,1.4,0.7
"2023-03-25 00:00:00 EDT",1679716800,99.58,101.72,ENE,6,8,,65,-4.7,1.3,,,24100,,,6,,,1.6,0.6
"2023-03-24 23:00:00 EDT",1679713200,99.67,101.81,ENE,6,7,,63,-4.8,1.5,,,24100,,,8,,,1.6,1.1
"2023-03-24 22:00:00 EDT",1679709600,99.76,101.91,E,8,5,,62,-5,1.5,,,24100,,,8,,,1.8,1.4
"2023-03-24 21:00:00 EDT",1679706000,99.76,101.91,SE,13,6,,62,-4.8,1.7,,,24100,,,8,,,1.9,1.6
"2023-03-24 20:00:00 EDT",1679702400,99.75,101.9,SE,13,7,,59,-5.3,1.9,,,24100,,,8,,,2.3,1.7
"2023-03-24 19:00:00 EDT",1679698800,99.77,101.92,SSE,15,12,,65,-3.8,2.2,,,24100,,,8,,,5.1,2.2
"2023-03-24 18:00:00 EDT",1679695200,99.75,101.89,NNE,1,10,,43,-6.6,5,,,24100,,,7,,,6,5
"2023-03-24 17:00:00 EDT",1679691600,99.7,101.84,NNE,1,7,,43,-6.1,5.5,,,24100,,,7,,,5.9,5
"2023-03-24 16:00:00 EDT",1679688000,99.71,101.85,NW,32,10,,45,-5.9,5.2,,,24100,,,7,,,5.9,4
"2023-03-24 15:00:00 EDT",1679684400,99.79,101.93,NW,31,13,,47,-6,4.5,,,24100,,,7,,,4.9,3.8
"2023-03-24 14:00:00 EDT",1679680800,99.78,101.93,NNE,2,16,,50,-5.5,3.8,,,24100,,,6,,,4.6,2.8
"2023-03-24 13:00:00 EDT",1679677200,99.8,101.95,NNE,1,12,,52,-5.7,3.3,,,24100,,,5,,,3.7,2.3
"2023-03-24 12:00:00 EDT",1679673600,99.83,101.98,NW,32,12,,59,-4.8,2.4,,,24100,,,8,,,2.6,1.4
"2023-03-24 11:00:00 EDT",1679670000,99.82,101.97,NNW,33,10,,59,-5.5,1.6,,,24100,,,7,,,1.6,0.4
"2023-03-24 10:00:00 EDT",1679666400,99.81,101.96,NNW,34,17,,63,-5.8,0.6,,,24100,,,7,,,0.7,-0.1
"2023-03-24 09:00:00 EDT",1679662800,99.82,101.97,NNW,34,13,,66,-5.7,-0.1,-4,,24100,,,7,,,0,-0.7
"2023-03-24 08:00:00 EDT",1679659200,99.7,101.85,N,0,11,,72,-4.9,-0.6,-4,,24100,,,7,,,-0.5,-1
"2023-03-24 07:00:00 EDT",1679655600,99.65,101.79,NNW,34,17,,80,-3.6,-0.6,-6,,24100,,,7,,,-0.5,-0.9
"2023-03-24 06:00:00 EDT",1679652000,99.63,101.77,NW,32,18,,82,-3.4,-0.8,-6,,24100,,,6,,,-0.5,-0.9
"2023-03-24 05:00:00 EDT",1679648400,99.62,101.76,NW,31,15,,80,-3.7,-0.6,-5,,24100,,,7,,,-0.6,-0.8
"2023-03-24 04:00:00 EDT",1679644800,99.6,101.74,NW,31,14,,77,-4.3,-0.8,-5,,24100,,,7,,,-0.7,-1.1
"2023-03-24 03:00:00 EDT",1679641200,99.58,101.72,NW,31,13,,80,-4.1,-1,-5,,24100,,,5,,,-0.6,-1.6
"2023-03-24 02:00:00 EDT",1679637600,99.54,101.68,WNW,28,8,,78,-4.3,-1,-4,,24100,,,2,,,-0.6,-2.1
"2023-03-24 01:00:00 EDT",1679634000,99.55,101.68,W,27,10,,87,-3.9,-2,-6,,24100,,,1,,,-0.6,-2.1
"2023-03-24 00:00:00 EDT",1679630400,99.5,101.63,WNW,29,13,,79,-4.1,-0.8,-5,,24100,,,1,,,-0.1,-0.9
"2023-03-23 23:00:00 EDT",1679626800,99.5,101.63,WNW,28,13,,78,-4,-0.6,-5,,24100,,,2,,,0.4,-0.6
"2023-03-23 22:00:00 EDT",1679623200,99.44,101.57,WNW,29,13,,76,-3.5,0.3,,,24100,,,2,,,1.2,0.2
"2023-03-23 21:00:00 EDT",1679619600,99.37,101.49,NW,30,21,,70,-3.7,1.2,,,24100,,,1,,,2.1,1.1
"2023-03-23 20:00:00 EDT",1679616000,99.24,101.36,WNW,29,26,,67,-3.3,2.1,,,24100,,,4,,,3.7,2.1
"2023-03-23 19:00:00 EDT",1679612400,99.15,101.27,WNW,29,28,,63,-2.7,3.7,,,24100,,,6,,,4.5,3.7
"2023-03-23 18:00:00 EDT",1679608800,99.05,101.17,WNW,29,29,,64,-1.7,4.5,,,24100,,,8,,,5.3,4.3
"2023-03-23 17:00:00 EDT",1679605200,98.97,101.08,NW,31,28,37,69,0.1,5.4,,,24100,,,8,,,6.3,5.3
"2023-03-23 16:00:00 EDT",1679601600,98.94,101.05,WNW,28,28,,81,2.5,5.6,,,24100,,,8,,,5.7,5.2
"2023-03-23 15:00:00 EDT",1679598000,98.88,100.99,NW,31,16,,100,5.1,5.1,,,19300,,,8,,,8.6,4.6
"2023-03-23 14:00:00 EDT",1679594400,98.94,101.05,N,35,28,39,100,4.6,4.6,,,12900,,,8,,,8.6,4.6
"2023-03-23 13:00:00 EDT",1679590800,98.78,100.88,WNW,29,23,,87,6.5,8.4,,,24100,,,8,,,8.6,7.8
"2023-03-23 12:00:00 EDT",1679587200,98.75,100.85,NW,30,13,,100,7.8,7.8,,,24100,,,8,,,7.8,7.2
"2023-03-23 11:00:00 EDT",1679583600,98.81,100.91,W,26,12,,100,7.2,7.2,,,9700,,,8,,,7.4,7.2
"2023-03-23 10:00:00 EDT",1679580000,98.79,100.89,WNW,30,13,,100,7.3,7.3,,,3200,,,8,,,7.5,6.9
"2023-03-23 09:00:00 EDT",1679576400,98.75,100.85,W,27,3,,100,7.4,7.4,,,2400,,,8,,,7.5,6.7
"2023-03-23 08:00:00 EDT",1679572800,98.81,100.92,,36,1,,100,6.8,6.8,,,2400,,,8,,,6.8,5.9
"2023-03-23 07:00:00 EDT",1679569200,98.85,100.96,SSE,14,4,,100,6,6,,,3200,,,8,,,6,4.7
"2023-03-23 06:00:00 EDT",1679565600,98.97,101.08,,36,3,,100,5.2,5.2,,,1600,,,5,,,5.2,4.6
"2023-03-23 05:00:00 EDT",1679562000,98.94,101.05,SSE,14,9,,100,4.8,4.8,,,1200,,,4,,,4.8,4.6
"2023-03-23 04:00:00 EDT",1679558400,99.06,101.18,SE,14,7,,100,4.6,4.6,,,4800,,,8,,,4.9,4.6
"2023-03-23 03:00:00 EDT",1679554800,99.19,101.31,SE,13,7,,100,4.7,4.7,,,12900,,,8,,,4.9,4.6
"2023-03-23 02:00:00 EDT",1679551200,99.32,101.44,SE,12,5,,100,4.8,4.8,,,16100,,,8,,,4.9,4.7
"2023-03-23 01:00:00 EDT",1679547600,99.38,101.5,SE,14,8,,99,4.7,4.8,,,24100,,,8,,,5.2,4.8
"2023-03-23 00:00:00 EDT",1679544000,99.43,101.55,SE,14,9,,92,3.9,5.2,,,24100,,,8,,,5.8,5.2
"2023-03-22 23:00:00 EDT",1679540400,99.48,101.61,SSE,15,9,,83,3.1,5.8,,,24100,,,8,,,5.9,5.8
"2023-03-22 22:00:00 EDT",1679536800,99.54,101.67,SE,13,6,,80,2.7,5.8,,,24100,,,8,,,5.9,5.5
"2023-03-22 21:00:00 EDT",1679533200,99.6,101.73,SE,13,8,,79,2.2,5.5,,,24100,,,8,,,5.6,5.4
"2023-03-22 20:00:00 EDT",1679529600,99.63,101.76,SE,14,8,,78,1.9,5.4,,,24100,,,8,,,5.4,5.1
"2023-03-22 19:00:00 EDT",1679526000,99.69,101.83,SE,14,9,,76,1.3,5.2,,,24100,,,8,,,5.3,5.1
"2023-03-22 18:00:00 EDT",1679522400,99.7,101.84,ESE,11,9,,76,1.3,5.2,,,24100,,,8,,,5.3,4.9
"2023-03-22 17:00:00 EDT",1679518800,99.75,101.89,E,8,10,,77,1.2,4.9,,,19300,,,8,,,5.5,4.9
"2023-03-22 16:00:00 EDT",1679515200,99.81,101.95,ESE,11,12,,70,0,5.1,,,24100,,,8,,,5.9,5
"2023-03-22 15:00:00 EDT",1679511600,99.91,102.04,SE,13,13,,65,-0.1,5.9,,,24100,,,8,,,6.3,5.4
"2023-03-22 14:00:00 EDT",1679508000,100.01,102.15,ESE,12,12,,66,-0.3,5.5,,,24100,,,8,,,5.9,5.1
"2023-03-22 13:00:00 EDT",1679504400,100.12,102.26,SE,14,9,,72,0.5,5.1,,,24100,,,8,,,5.9,4.8
"2023-03-22 12:00:00 EDT",1679500800,100.19,102.33,SE,12,8,,71,-0.2,4.6,,,24100,,,8,,,4.6,3.6
"2023-03-22 11:00:00 EDT",1679497200,100.26,102.4,E,9,10,,79,0.3,3.6,,,24100,,,8,,,3.6,2.3
"2023-03-22 10:00:00 EDT",1679493600,100.29,102.44,E,8,12,,81,-0.6,2.2,,,24100,,,8,,,2.3,1.9
"2023-03-22 09:00:00 EDT",1679490000,100.35,102.5,E,8,12,,84,-0.4,1.9,,,24100,,,8,,,1.9,1.4
"2023-03-22 08:00:00 EDT",1679486400,100.38,102.53,E,8,10,,86,-0.6,1.4,,,24100,,,7,,,1.4,1
"2023-03-22 07:00:00 EDT",1679482800,100.4,102.54,ENE,7,15,,89,-0.6,1,,,24100,,,3,,,1.4,0.8
"2023-03-22 06:00:00 EDT",1679479200,100.39,102.53,E,8,10,,91,0.1,1.3,,,24100,,,4,,,2.1,1.3
"2023-03-22 05:00:00 EDT",1679475600,100.42,102.56,ENE,6,13,,89,0.5,2.1,,,24100,,,7,,,3.1,2.1
"2023-03-22 04:00:00 EDT",1679472000,100.44,102.58,E,8,9,,68,-2.7,2.6,,,24100,,,6,,,3.5,2.6
"2023-03-22 03:00:00 EDT",1679468400,100.47,102.61,E,7,12,,64,-2.9,3.4,,,24100,,,7,,,3.5,2.9
"2023-03-22 02:00:00 EDT",1679464800,100.5,102.64,ENE,7,9,,62,-3.1,3.5,,,24100,,,6,,,3.6,3.1
"2023-03-22 01:00:00 EDT",1679461200,100.56,102.7,ENE,7,8,,64,-2.8,3.5,,,24100,,,7,,,3.8,3.2
"2023-03-22 00:00:00 EDT",1679457600,100.57,102.71,ENE,5,8,,64,-2.6,3.7,,,24100,,,5,,,4.5,3.5
"2023-03-21 23:00:00 EDT",1679454000,100.57,102.71,E,8,8,,62,-2.1,4.5,,,24100,,,7,,,5.3,4.5
"2023-03-21 22:00:00 EDT",1679450400,100.55,102.69,E,8,6,,59,-1.9,5.4,,,24100,,,8,,,6,5.3
"2023-03-21 21:00:00 EDT",1679446800,100.5,102.64,E,8,8,,58,-1.7,6,,,24100,,,8,,,6.8,6
"2023-03-21 20:00:00 EDT",1679443200,100.49,102.64,ESE,10,8,,53,-2.2,6.7,,,24100,,,8,,,7.8,6.5
"2023-03-21 19:00:00 EDT",1679439600,100.45,102.59,ENE,6,13,,52,-1.3,7.9,,,24100,,,7,,,9,7.9
"2023-03-21 18:00:00 EDT",1679436000,100.43,102.57,WSW,25,3,,43,-3.1,8.9,,,24100,,,8,,,10,8.8
"2023-03-21 17:00:00 EDT",1679432400,100.45,102.59,W,27,9,,42,-3,9.2,,,24100,,,8,,,9.9,8.8
"2023-03-21 16:00:00 EDT",1679428800,100.46,102.6,SSW,20,7,,46,-1.7,9.3,,,24100,,,7,,,9.5,8.5
"2023-03-21 15:00:00 EDT",1679425200,100.46,102.6,WSW,25,14,,48,-1.6,8.7,,,24100,,,7,,,9.4,7.9
"2023-03-21 14:00:00 EDT",1679421600,100.49,102.63,W,28,17,,48,-2.4,8,,,24100,,,8,,,9.3,7.5
"2023-03-21 13:00:00 EDT",1679418000,100.49,102.63,W,28,10,,51,-1.7,7.8,,,24100,,,7,,,8,7
"2023-03-21 12:00:00 EDT",1679414400,100.45,102.59,W,27,7,,48,-2.9,7.3,,,24100,,,6,,,8.4,7
"2023-03-21 11:00:00 EDT",1679410800,100.39,102.53,W,26,14,,51,-2.4,7.1,,,24100,,,4,,,7.1,6
"2023-03-21 10:00:00 EDT",1679407200,100.34,102.48,WSW,25,16,,52,-3.1,6.2,,,24100,,,1,,,6.2,5.2
"2023-03-21 09:00:00 EDT",1679403600,100.27,102.41,WSW,25,13,,58,-2.5,5.2,,,24100,,,1,,,5.2,3
"2023-03-21 08:00:00 EDT",1679400000,100.19,102.33,WSW,24,15,,63,-3.5,2.9,,,24100,,,4,,,3.9,2.6
"2023-03-21 07:00:00 EDT",1679396400,100.12,102.26,WSW,24,12,,60,-3.4,3.5,,,24100,,,8,,,4.2,3.5
"2023-03-21 06:00:00 EDT",1679392800,100.08,102.22,SW,21,15,,58,-3.5,4,,,24100,,,8,,,4,3.7
"2023-03-21 05:00:00 EDT",1679389200,100.03,102.16,SW,22,18,,59,-3.3,3.9,,,24100,,,8,,,4,3.7
"2023-03-21 04:00:00 EDT",1679385600,100.01,102.14,SSW,21,17,,60,-3.1,3.9,,,24100,,,8,,,4.2,3.4
"2023-03-21 03:00:00 EDT",1679382000,100.03,102.16,SW,22,19,30,60,-2.9,4.1,,,24100,,,6,,,4.5,4.1
"2023-03-21 02:00:00 EDT",1679378400,99.99,102.13,SW,22,18,,60,-2.9,4.2,,,24100,,,8,,,4.8,4.1
"2023-03-21 01:00:00 EDT",1679374800,99.92,102.05,SW,22,17,,51,-4.5,4.6,,,24100,,,8,,,5.2,4.6
"2023-03-21 00:00:00 EDT",1679371200,99.91,102.05,SW,22,19,,44,-6.1,5.1,,,24100,,,8,,,5.2,4.7
"2023-03-20 23:00:00 EDT",1679367600,99.91,102.05,SW,22,16,,46,-6.2,4.6,,,24100,,,8,,,4.8,4.4
"2023-03-20 22:00:00 EDT",1679364000,99.9,102.04,SW,21,16,,43,-7,4.6,,,24100,,,8,,,4.7,4.4
"2023-03-20 21:00:00 EDT",1679360400,99.88,102.03,SW,21,17,,41,-7.5,4.6,,,24100,,,7,,,4.7,4
"2023-03-20 20:00:00 EDT",1679356800,99.88,102.03,SW,23,21,,45,-6.8,4,,,24100,,,7,,,4.5,3.8
"2023-03-20 19:00:00 EDT",1679353200,99.83,101.98,SW,22,27,38,46,-6.1,4.4,,,24100,,,7,,,5.4,4.2
"2023-03-20 18:00:00 EDT",1679349600,99.83,101.98,WSW,24,33,50,50,-4.6,5.1,,,24100,,,6,,,7.2,5
"2023-03-20 17:00:00 EDT",1679346000,99.76,101.9,WSW,24,24,38,48,-3,7.2,,,24100,,,5,,,7.2,5.5
"2023-03-20 16:00:00 EDT",1679342400,99.76,101.9,WSW,24,40,49,47,-4.4,6.1,,,24100,,,5,,,6.5,5.7
"2023-03-20 15:00:00 EDT",1679338800,99.78,101.92,WSW,24,36,46,43,-5.5,6.3,,,24100,,,5,,,6.3,5.2
"2023-03-20 14:00:00 EDT",1679335200,99.85,101.99,SW,22,25,45,47,-4.8,5.5,,,24100,,,3,,,5.9,4.5
"2023-03-20 13:00:00 EDT",1679331600,99.89,102.03,WSW,24,25,37,47,-5.6,4.9,,,24100,,,3,,,5.1,3.1
"2023-03-20 12:00:00 EDT",1679328000,99.89,102.04,SW,23,28,37,47,-6.8,3.4,,,24100,,,1,,,3.8,2.3
"2023-03-20 11:00:00 EDT",1679324400,99.94,102.09,WSW,25,25,40,54,-5.8,2.5,,,24100,,,1,,,2.5,0.9
"2023-03-20 10:00:00 EDT",1679320800,99.92,102.07,WSW,25,32,42,57,-6.8,0.8,,,24100,,,1,,,1.1,-0.7
"2023-03-20 09:00:00 EDT",1679317200,99.87,102.03,WSW,24,22,36,63,-6.8,-0.7,-6,,24100,,,1,,,-0.7,-2.2
"2023-03-20 08:00:00 EDT",1679313600,99.84,102,WSW,24,25,,65,-7.8,-2.1,-9,,24100,,,1,,,-2.1,-2.9
"2023-03-20 07:00:00 EDT",1679310000,99.78,101.94,WSW,24,26,,65,-8.3,-2.5,-9,,24100,,,0,,,-2.2,-2.7
"2023-03-20 06:00:00 EDT",1679306400,99.78,101.94,WSW,24,18,29,61,-8.8,-2.2,-8,,24100,,,0,,,-1.8,-2.2
"2023-03-20 05:00:00 EDT",1679302800,99.75,101.91,WSW,24,25,,58,-9.2,-1.9,-8,,24100,,,0,,,-1.9,-2.3
"2023-03-20 04:00:00 EDT",1679299200,99.74,101.9,WSW,24,21,,58,-9.2,-2.1,-8,,24100,,,0,,,-1.6,-2.3
"2023-03-20 03:00:00 EDT",1679295600,99.76,101.92,WSW,24,18,,62,-8.2,-1.9,-7,,24100,,,0,,,-1.4,-1.9
"2023-03-20 02:00:00 EDT",1679292000,99.74,101.9,WSW,24,22,,62,-8,-1.5,-7,,24100,,,0,,,-0.6,-1.5
"2023-03-20 01:00:00 EDT",1679288400,99.7,101.85,WSW,25,31,42,62,-7.3,-0.8,-8,,24100,,,0,,,-0.7,-1
"2023-03-20 00:00:00 EDT",1679284800,99.67,101.83,WSW,24,27,44,67,-6.2,-0.8,-7,,24100,,,0,,,-0.6,-0.9
"2023-03-19 23:00:00 EDT",1679281200,99.64,101.8,WSW,23,33,46,67,-6.1,-0.8,-8,,24100,,,0,,,-0.6,-0.8
"2023-03-19 22:00:00 EDT",1679277600,99.63,101.79,SW,22,32,44,67,-6.1,-0.7,-8,,24100,,,0,,,-0.5,-0.8
"2023-03-19 21:00:00 EDT",1679274000,99.68,101.85,SSW,20,19,,50,-9.6,-0.5,-6,,24100,,,2,,,0,-0.5
"2023-03-19 20:00:00 EDT",1679270400,99.68,101.85,SW,23,23,,49,-9.8,-0.4,-6,,24100,,,2,,,0,-0.7
"2023-03-19 19:00:00 EDT",1679266800,99.67,101.84,WSW,25,22,35,49,-9.6,-0.1,-6,,24100,,,3,,,0,-0.2
"2023-03-19 18:00:00 EDT",1679263200,99.69,101.86,WSW,24,38,47,50,-9.2,-0.1,-7,,24100,,,2,,,0.1,-0.6
"2023-03-19 17:00:00 EDT",1679259600,99.69,101.86,W,27,37,49,52,-8.9,0,-7,,24100,,,5,,,1,-0.9
"2023-03-19 16:00:00 EDT",1679256000,99.66,101.83,W,27,28,42,66,-6.3,-0.8,-7,,24100,,,7,,,0.5,-0.9
"2023-03-19 15:00:00 EDT",1679252400,99.61,101.77,W,26,41,58,57,-8.1,-0.5,-8,,24100,,,7,,,0.3,-0.9
"2023-03-19 14:00:00 EDT",1679248800,99.6,101.76,WNW,28,45,58,51,-9.6,-0.7,-9,,24100,,,7,,,-0.5,-1.3
"2023-03-19 13:00:00 EDT",1679245200,99.56,101.72,W,26,44,54,55,-9,-1.1,-9,,24100,,,7,,,-0.9,-2
"2023-03-19 12:00:00 EDT",1679241600,99.52,101.68,WNW,28,43,53,53,-10.4,-2,-10,,24100,,,7,,,-1.7,-4.1
"2023-03-19 11:00:00 EDT",1679238000,99.5,101.67,W,27,26,,81,-6.6,-3.8,-11,,4800,,,8,,,-3.6,-4.6
"2023-03-19 10:00:00 EDT",1679234400,99.46,101.63,W,26,34,46,67,-9.6,-4.3,-13,,24100,,,5,,,-4.3,-6.7
"2023-03-19 09:00:00 EDT",1679230800,99.41,101.58,WSW,25,21,,69,-11.6,-6.8,-14,,24100,,,2,,,-6.4,-7.6
"2023-03-19 08:00:00 EDT",1679227200,99.35,101.52,W,28,21,,68,-12.5,-7.5,-15,,24100,,,2,,,-7.5,-8.1
"2023-03-19 07:00:00 EDT",1679223600,99.3,101.47,WNW,28,20,32,68,-12.7,-7.8,-15,,24100,,,5,,,-7.3,-8
"2023-03-19 06:00:00 EDT",1679220000,99.23,101.4,W,26,18,,69,-12.6,-7.9,-15,,24100,,,3,,,-7.3,-7.9
"2023-03-19 05:00:00 EDT",1679216400,99.15,101.31,W,27,28,42,64,-13.1,-7.4,-16,,24100,,,5,,,-7.1,-7.4
"2023-03-19 04:00:00 EDT",1679212800,99.09,101.25,W,27,28,45,69,-11.8,-7.1,-15,,24100,,,6,,,-6.9,-7.3
"2023-03-19 03:00:00 EDT",1679209200,99.04,101.2,W,26,30,40,66,-12.5,-7.1,-16,,24100,,,2,,,-6.3,-7.2
"2023-03-19 02:00:00 EDT",1679205600,98.99,101.14,W,26,32,48,69,-11.2,-6.5,-15,,16100,,,6,,,-5.9,-6.6
"2023-03-19 01:00:00 EDT",1679202000,98.91,101.06,WSW,24,30,,93,-7,-6.1,-14,,1200,,,,,,-5.9,-6.2
"2023-03-19 00:00:00 EDT",1679198400,98.93,101.08,SW,23,28,,81,-8.8,-6,-14,,16100,,,7,,,-5.9,-6.6
"2023-03-18 23:00:00 EDT",1679194800,98.95,101.1,WSW,23,24,37,90,-7.4,-6,-13,,2000,,,4,,,-5.4,-6.5
"2023-03-18 22:00:00 EDT",1679191200,98.96,101.11,SW,22,30,,72,-10,-5.8,-14,,9700,,,6,,,-5.4,-6.2
"2023-03-18 21:00:00 EDT",1679187600,98.92,101.07,WSW,24,22,33,56,-13.1,-5.7,-13,,24100,,,6,,,-5.6,-5.8
"2023-03-18 20:00:00 EDT",1679184000,98.88,101.03,WSW,25,28,40,51,-14.3,-5.7,-14,,24100,,,3,,,-4.9,-5.7
"2023-03-18 19:00:00 EDT",1679180400,98.81,100.96,W,25,35,51,43,-15.6,-4.9,-13,,24100,,,4,,,-4,-5
"2023-03-18 18:00:00 EDT",1679176800,98.71,100.85,W,26,47,64,47,-14.6,-4.8,-14,,24100,,,8,,,-3.4,-5
"2023-03-18 17:00:00 EDT",1679173200,98.59,100.73,W,27,34,44,68,-9,-3.9,-12,,16100,,,7,,,-2.1,-4
"2023-03-18 16:00:00 EDT",1679169600,98.54,100.67,W,27,41,53,74,-7.3,-3.3,-12,,9700,,,8,,,-1.5,-3.3
"2023-03-18 15:00:00 EDT",1679166000,98.51,100.64,W,26,36,54,68,-7.4,-2.2,-10,,4800,,,6,,,-0.3,-2.2
"2023-03-18 14:00:00 EDT",1679162400,98.52,100.65,WSW,24,32,44,70,-5.5,-0.6,-7,,24100,,,7,,,0.6,-3
"2023-03-18 13:00:00 EDT",1679158800,98.52,100.64,WSW,25,34,52,62,-6.2,0.1,,,24100,,,7,,,1.2,-1.1
"2023-03-18 12:00:00 EDT",1679155200,98.5,100.62,WSW,25,31,41,57,-7.1,0.6,,,24100,,,5,,,0.6,-1.5
"2023-03-18 11:00:00 EDT",1679151600,98.49,100.62,WSW,23,29,53,73,-5.7,-1.5,-8,,19300,,,8,,,0.4,-1.5
"2023-03-18 10:00:00 EDT",1679148000,98.49,100.61,WSW,24,30,49,55,-7.7,0.3,,,24100,,,7,,,0.4,-0.6
"2023-03-18 09:00:00 EDT",1679144400,98.5,100.62,SW,22,29,47,64,-6.6,-0.5,-7,,24100,,,8,,,-0.4,-0.8
"2023-03-18 08:00:00 EDT",1679140800,98.51,100.63,SSW,19,12,,71,-5.5,-0.9,-5,,24100,,,7,,,-0.9,-2
"2023-03-18 07:00:00 EDT",1679137200,98.56,100.68,WSW,25,11,,87,-3.5,-1.6,-5,,24100,,,7,,,-1,-1.6
"2023-03-18 06:00:00 EDT",1679133600,98.54,100.66,WSW,25,21,,72,-5.5,-1,-7,,19300,,,8,,,-0.6,-1.5
